Field Path,Type(s),Files Present,Total Occurrences,Null Count,Null %,Is List,List Info,Sample Values
data.content.playerStats.1414000,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.funFacts,list(1),1,1,0,0.0%,Yes,"min:0, max:0, avg:0.0",N/A
data.content.playerStats.1414000.id,int(1),1,1,0,0.0%,No,,[1414000]
data.content.playerStats.1414000.isGoalkeeper,bool(1),1,1,0,0.0%,No,,[False]
data.content.playerStats.1414000.name,str(1),1,1,0,0.0%,No,,['Zahir Vazquez']
data.content.playerStats.1414000.optaId,str(1),1,1,0,0.0%,No,,['435270']
data.content.playerStats.1414000.shirtNumber,str(1),1,1,0,0.0%,No,,['9']
data.content.playerStats.1414000.stats,list(1),1,1,0,0.0%,Yes,"min:4, max:4, avg:4.0",N/A
data.content.playerStats.1414000.stats[0],dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[0].key,str(1),1,1,0,0.0%,No,,['top_stats']
data.content.playerStats.1414000.stats[0].stats,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[0].stats.Accurate passes,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[0].stats.Accurate passes.key,str(1),1,1,0,0.0%,No,,['accurate_passes']
data.content.playerStats.1414000.stats[0].stats.Accurate passes.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[0].stats.Accurate passes.stat.total,int(1),1,1,0,0.0%,No,,[5]
data.content.playerStats.1414000.stats[0].stats.Accurate passes.stat.type,str(1),1,1,0,0.0%,No,,['fractionWithPercentage']
data.content.playerStats.1414000.stats[0].stats.Accurate passes.stat.value,int(1),1,1,0,0.0%,No,,[4]
data.content.playerStats.1414000.stats[0].stats.Assists,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[0].stats.Assists.key,str(1),1,1,0,0.0%,No,,['assists']
data.content.playerStats.1414000.stats[0].stats.Assists.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[0].stats.Assists.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1414000.stats[0].stats.Assists.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1414000.stats[0].stats.Chances created,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[0].stats.Chances created.key,str(1),1,1,0,0.0%,No,,['chances_created']
data.content.playerStats.1414000.stats[0].stats.Chances created.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[0].stats.Chances created.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1414000.stats[0].stats.Chances created.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1414000.stats[0].stats.Defensive actions,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[0].stats.Defensive actions.key,str(1),1,1,0,0.0%,No,,['defensive_actions']
data.content.playerStats.1414000.stats[0].stats.Defensive actions.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[0].stats.Defensive actions.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1414000.stats[0].stats.Defensive actions.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1414000.stats[0].stats.Goals,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[0].stats.Goals.key,str(1),1,1,0,0.0%,No,,['goals']
data.content.playerStats.1414000.stats[0].stats.Goals.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[0].stats.Goals.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1414000.stats[0].stats.Goals.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1414000.stats[0].stats.Minutes played,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[0].stats.Minutes played.key,str(1),1,1,0,0.0%,No,,['minutes_played']
data.content.playerStats.1414000.stats[0].stats.Minutes played.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[0].stats.Minutes played.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1414000.stats[0].stats.Minutes played.stat.value,int(1),1,1,0,0.0%,No,,[8]
data.content.playerStats.1414000.stats[0].stats.Shotmap,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[0].stats.Shotmap.key,null(1),1,1,1,100.0%,No,,N/A
data.content.playerStats.1414000.stats[0].stats.Shotmap.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[0].stats.Shotmap.stat.type,str(1),1,1,0,0.0%,No,,['boolean']
data.content.playerStats.1414000.stats[0].stats.Shotmap.stat.value,int(1),1,1,0,0.0%,No,,[1]
data.content.playerStats.1414000.stats[0].stats.Total shots,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[0].stats.Total shots.key,str(1),1,1,0,0.0%,No,,['total_shots']
data.content.playerStats.1414000.stats[0].stats.Total shots.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[0].stats.Total shots.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1414000.stats[0].stats.Total shots.stat.value,int(1),1,1,0,0.0%,No,,[2]
data.content.playerStats.1414000.stats[0].title,str(1),1,1,0,0.0%,No,,['Top stats']
data.content.playerStats.1414000.stats[1],dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[1].key,str(1),1,1,0,0.0%,No,,['attack']
data.content.playerStats.1414000.stats[1].stats,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[1].stats.Blocked shots,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[1].stats.Blocked shots.key,str(1),1,1,0,0.0%,No,,['blocked_shots']
data.content.playerStats.1414000.stats[1].stats.Blocked shots.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[1].stats.Blocked shots.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1414000.stats[1].stats.Blocked shots.stat.value,int(1),1,1,0,0.0%,No,,[1]
data.content.playerStats.1414000.stats[1].stats.Dispossessed,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[1].stats.Dispossessed.key,str(1),1,1,0,0.0%,No,,['dispossessed']
data.content.playerStats.1414000.stats[1].stats.Dispossessed.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[1].stats.Dispossessed.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1414000.stats[1].stats.Dispossessed.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1414000.stats[1].stats.Passes into final third,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[1].stats.Passes into final third.key,str(1),1,1,0,0.0%,No,,['passes_into_final_third']
data.content.playerStats.1414000.stats[1].stats.Passes into final third.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[1].stats.Passes into final third.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1414000.stats[1].stats.Passes into final third.stat.value,int(1),1,1,0,0.0%,No,,[1]
data.content.playerStats.1414000.stats[1].stats.Shots on target,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[1].stats.Shots on target.key,str(1),1,1,0,0.0%,No,,['ShotsOnTarget']
data.content.playerStats.1414000.stats[1].stats.Shots on target.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[1].stats.Shots on target.stat.total,int(1),1,1,0,0.0%,No,,[2]
data.content.playerStats.1414000.stats[1].stats.Shots on target.stat.type,str(1),1,1,0,0.0%,No,,['fractionWithPercentage']
data.content.playerStats.1414000.stats[1].stats.Shots on target.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1414000.stats[1].stats.Touches,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[1].stats.Touches in opposition box,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[1].stats.Touches in opposition box.key,str(1),1,1,0,0.0%,No,,['touches_opp_box']
data.content.playerStats.1414000.stats[1].stats.Touches in opposition box.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[1].stats.Touches in opposition box.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1414000.stats[1].stats.Touches in opposition box.stat.value,int(1),1,1,0,0.0%,No,,[1]
data.content.playerStats.1414000.stats[1].stats.Touches.key,str(1),1,1,0,0.0%,No,,['touches']
data.content.playerStats.1414000.stats[1].stats.Touches.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[1].stats.Touches.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1414000.stats[1].stats.Touches.stat.value,int(1),1,1,0,0.0%,No,,[7]
data.content.playerStats.1414000.stats[1].title,str(1),1,1,0,0.0%,No,,['Attack']
data.content.playerStats.1414000.stats[2],dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[2].key,str(1),1,1,0,0.0%,No,,['defense']
data.content.playerStats.1414000.stats[2].stats,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[2].stats.Blocks,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[2].stats.Blocks.key,str(1),1,1,0,0.0%,No,,['shot_blocks']
data.content.playerStats.1414000.stats[2].stats.Blocks.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[2].stats.Blocks.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1414000.stats[2].stats.Blocks.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1414000.stats[2].stats.Clearances,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[2].stats.Clearances.key,str(1),1,1,0,0.0%,No,,['clearances']
data.content.playerStats.1414000.stats[2].stats.Clearances.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[2].stats.Clearances.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1414000.stats[2].stats.Clearances.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1414000.stats[2].stats.Dribbled past,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[2].stats.Dribbled past.key,str(1),1,1,0,0.0%,No,,['dribbled_past']
data.content.playerStats.1414000.stats[2].stats.Dribbled past.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[2].stats.Dribbled past.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1414000.stats[2].stats.Dribbled past.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1414000.stats[2].stats.Interceptions,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[2].stats.Interceptions.key,str(1),1,1,0,0.0%,No,,['interceptions']
data.content.playerStats.1414000.stats[2].stats.Interceptions.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[2].stats.Interceptions.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1414000.stats[2].stats.Interceptions.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1414000.stats[2].stats.Recoveries,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[2].stats.Recoveries.key,str(1),1,1,0,0.0%,No,,['recoveries']
data.content.playerStats.1414000.stats[2].stats.Recoveries.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[2].stats.Recoveries.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1414000.stats[2].stats.Recoveries.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1414000.stats[2].stats.Tackles,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[2].stats.Tackles.key,str(1),1,1,0,0.0%,No,,['matchstats.headers.tackles']
data.content.playerStats.1414000.stats[2].stats.Tackles.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1414000.stats[2].stats.Tackles.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1414000.stats[2].stats.Tackles.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1414000.stats[2].title,str(1),1,1,0,0.0%,No,,['Defense']
data.content.playerStats.1414000.teamId,int(1),1,1,0,0.0%,No,,[1004918]
data.content.playerStats.1414000.teamName,str(1),1,1,0,0.0%,No,,['Chattanooga Red Wolves']
data.content.playerStats.1414000.usualPosition,int(1),1,1,0,0.0%,No,,[3]
data.content.playerStats.1436939,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.funFacts,list(1),1,1,0,0.0%,Yes,"min:0, max:0, avg:0.0",N/A
data.content.playerStats.1436939.id,int(1),1,1,0,0.0%,No,,[1436939]
data.content.playerStats.1436939.isGoalkeeper,bool(1),1,1,0,0.0%,No,,[False]
data.content.playerStats.1436939.name,str(1),1,1,0,0.0%,No,,['Oskar Öhlenschlaeger']
data.content.playerStats.1436939.optaId,str(1),1,1,0,0.0%,No,,['624716']
data.content.playerStats.1436939.positionId,int(1),1,1,0,0.0%,No,,[73]
data.content.playerStats.1436939.shirtNumber,str(1),1,1,0,0.0%,No,,['20']
data.content.playerStats.1436939.shotmap,list(1),1,1,0,0.0%,Yes,"min:1, max:1, avg:1.0",N/A
data.content.playerStats.1436939.shotmap[0],dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.shotmap[0].blockedX,float(1),1,1,0,0.0%,No,,[86.352941176]
data.content.playerStats.1436939.shotmap[0].blockedY,float(1),1,1,0,0.0%,No,,[20.4259872642]
data.content.playerStats.1436939.shotmap[0].eventType,str(1),1,1,0,0.0%,No,,['Miss']
data.content.playerStats.1436939.shotmap[0].expectedGoals,float(1),1,1,0,0.0%,No,,[0.021836454048752785]
data.content.playerStats.1436939.shotmap[0].expectedGoalsOnTarget,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1436939.shotmap[0].goalCrossedY,float(1),1,1,0,0.0%,No,,[9.838862565]
data.content.playerStats.1436939.shotmap[0].goalCrossedZ,float(1),1,1,0,0.0%,No,,[0.2696842092]
data.content.playerStats.1436939.shotmap[0].id,int(1),1,1,0,0.0%,No,,[2854338511]
data.content.playerStats.1436939.shotmap[0].isBlocked,bool(1),1,1,0,0.0%,No,,[False]
data.content.playerStats.1436939.shotmap[0].isFromInsideBox,bool(1),1,1,0,0.0%,No,,[False]
data.content.playerStats.1436939.shotmap[0].isOnTarget,bool(1),1,1,0,0.0%,No,,[False]
data.content.playerStats.1436939.shotmap[0].isOwnGoal,bool(1),1,1,0,0.0%,No,,[False]
data.content.playerStats.1436939.shotmap[0].isSavedOffLine,bool(1),1,1,0,0.0%,No,,[False]
data.content.playerStats.1436939.shotmap[0].keeperId,null(1),1,1,1,100.0%,No,,N/A
data.content.playerStats.1436939.shotmap[0].min,int(1),1,1,0,0.0%,No,,[49]
data.content.playerStats.1436939.shotmap[0].minAdded,null(1),1,1,1,100.0%,No,,N/A
data.content.playerStats.1436939.shotmap[0].onGoalShot,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.shotmap[0].onGoalShot.x,int(1),1,1,0,0.0%,No,,[2]
data.content.playerStats.1436939.shotmap[0].onGoalShot.y,float(1),1,1,0,0.0%,No,,[0.011161900383436977]
data.content.playerStats.1436939.shotmap[0].onGoalShot.zoomRatio,float(1),1,1,0,0.0%,No,,[0.15644958811104084]
data.content.playerStats.1436939.shotmap[0].period,str(1),1,1,0,0.0%,No,,['SecondHalf']
data.content.playerStats.1436939.shotmap[0].playerId,int(1),1,1,0,0.0%,No,,[1436939]
data.content.playerStats.1436939.shotmap[0].playerName,str(1),1,1,0,0.0%,No,,['Oskar Öhlenschlaeger']
data.content.playerStats.1436939.shotmap[0].shotType,str(1),1,1,0,0.0%,No,,['RightFoot']
data.content.playerStats.1436939.shotmap[0].situation,str(1),1,1,0,0.0%,No,,['RegularPlay']
data.content.playerStats.1436939.shotmap[0].teamColor,str(1),1,1,0,0.0%,No,,['#f13c26']
data.content.playerStats.1436939.shotmap[0].teamId,int(1),1,1,0,0.0%,No,,[8417]
data.content.playerStats.1436939.shotmap[0].x,float(1),1,1,0,0.0%,No,,[82.7101941752]
data.content.playerStats.1436939.shotmap[0].y,float(1),1,1,0,0.0%,No,,[24.2794904507]
data.content.playerStats.1436939.stats,list(1),1,1,0,0.0%,Yes,"min:4, max:4, avg:4.0",N/A
data.content.playerStats.1436939.stats[0],dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].key,str(1),1,1,0,0.0%,No,,['top_stats']
data.content.playerStats.1436939.stats[0].stats,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Accurate passes,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Accurate passes.key,str(1),1,1,0,0.0%,No,,['accurate_passes']
data.content.playerStats.1436939.stats[0].stats.Accurate passes.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Accurate passes.stat.total,int(1),1,1,0,0.0%,No,,[17]
data.content.playerStats.1436939.stats[0].stats.Accurate passes.stat.type,str(1),1,1,0,0.0%,No,,['fractionWithPercentage']
data.content.playerStats.1436939.stats[0].stats.Accurate passes.stat.value,int(1),1,1,0,0.0%,No,,[12]
data.content.playerStats.1436939.stats[0].stats.Assists,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Assists.key,str(1),1,1,0,0.0%,No,,['assists']
data.content.playerStats.1436939.stats[0].stats.Assists.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Assists.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1436939.stats[0].stats.Assists.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1436939.stats[0].stats.Chances created,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Chances created.key,str(1),1,1,0,0.0%,No,,['chances_created']
data.content.playerStats.1436939.stats[0].stats.Chances created.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Chances created.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1436939.stats[0].stats.Chances created.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1436939.stats[0].stats.Defensive actions,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Defensive actions.key,str(1),1,1,0,0.0%,No,,['defensive_actions']
data.content.playerStats.1436939.stats[0].stats.Defensive actions.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Defensive actions.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1436939.stats[0].stats.Defensive actions.stat.value,int(1),1,1,0,0.0%,No,,[2]
data.content.playerStats.1436939.stats[0].stats.Expected goals (xG),dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Expected goals (xG).key,str(1),1,1,0,0.0%,No,,['expected_goals']
data.content.playerStats.1436939.stats[0].stats.Expected goals (xG).stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Expected goals (xG).stat.type,str(1),1,1,0,0.0%,No,,['double']
data.content.playerStats.1436939.stats[0].stats.Expected goals (xG).stat.value,float(1),1,1,0,0.0%,No,,[0.02]
data.content.playerStats.1436939.stats[0].stats.Expected goals on target (xGOT),dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Expected goals on target (xGOT).key,str(1),1,1,0,0.0%,No,,['expected_goals_on_target_variant']
data.content.playerStats.1436939.stats[0].stats.Expected goals on target (xGOT).stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Expected goals on target (xGOT).stat.type,str(1),1,1,0,0.0%,No,,['double']
data.content.playerStats.1436939.stats[0].stats.Fantasy points,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Fantasy points.key,str(1),1,1,0,0.0%,No,,['fantasy_points']
data.content.playerStats.1436939.stats[0].stats.Fantasy points.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Fantasy points.stat.type,str(1),1,1,0,0.0%,No,,['fantasyPoints']
data.content.playerStats.1436939.stats[0].stats.Fantasy points.stat.value,int(1),1,1,0,0.0%,No,,[1]
data.content.playerStats.1436939.stats[0].stats.FotMob rating,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.FotMob rating.key,str(1),1,1,0,0.0%,No,,['rating_title']
data.content.playerStats.1436939.stats[0].stats.FotMob rating.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.FotMob rating.stat.type,str(1),1,1,0,0.0%,No,,['double']
data.content.playerStats.1436939.stats[0].stats.FotMob rating.stat.value,float(1),1,1,0,0.0%,No,,[5.92]
data.content.playerStats.1436939.stats[0].stats.Goals,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Goals.key,str(1),1,1,0,0.0%,No,,['goals']
data.content.playerStats.1436939.stats[0].stats.Goals.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Goals.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1436939.stats[0].stats.Goals.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1436939.stats[0].stats.Minutes played,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Minutes played.key,str(1),1,1,0,0.0%,No,,['minutes_played']
data.content.playerStats.1436939.stats[0].stats.Minutes played.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Minutes played.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1436939.stats[0].stats.Minutes played.stat.value,int(1),1,1,0,0.0%,No,,[59]
data.content.playerStats.1436939.stats[0].stats.Shotmap,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Shotmap.key,null(1),1,1,1,100.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Shotmap.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Shotmap.stat.type,str(1),1,1,0,0.0%,No,,['boolean']
data.content.playerStats.1436939.stats[0].stats.Shotmap.stat.value,int(1),1,1,0,0.0%,No,,[1]
data.content.playerStats.1436939.stats[0].stats.Total shots,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Total shots.key,str(1),1,1,0,0.0%,No,,['total_shots']
data.content.playerStats.1436939.stats[0].stats.Total shots.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.Total shots.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1436939.stats[0].stats.Total shots.stat.value,int(1),1,1,0,0.0%,No,,[1]
data.content.playerStats.1436939.stats[0].stats.xG + xA,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.xG + xA.key,str(1),1,1,0,0.0%,No,,['xg_and_xa']
data.content.playerStats.1436939.stats[0].stats.xG + xA.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[0].stats.xG + xA.stat.type,str(1),1,1,0,0.0%,No,,['double']
data.content.playerStats.1436939.stats[0].stats.xG + xA.stat.value,float(1),1,1,0,0.0%,No,,[0.02]
data.content.playerStats.1436939.stats[0].title,str(1),1,1,0,0.0%,No,,['Top stats']
data.content.playerStats.1436939.stats[1],dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[1].key,str(1),1,1,0,0.0%,No,,['attack']
data.content.playerStats.1436939.stats[1].stats,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[1].stats.Dispossessed,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[1].stats.Dispossessed.key,str(1),1,1,0,0.0%,No,,['dispossessed']
data.content.playerStats.1436939.stats[1].stats.Dispossessed.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[1].stats.Dispossessed.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1436939.stats[1].stats.Dispossessed.stat.value,int(1),1,1,0,0.0%,No,,[1]
data.content.playerStats.1436939.stats[1].stats.Shots on target,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[1].stats.Shots on target.key,str(1),1,1,0,0.0%,No,,['ShotsOnTarget']
data.content.playerStats.1436939.stats[1].stats.Shots on target.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[1].stats.Shots on target.stat.total,int(1),1,1,0,0.0%,No,,[1]
data.content.playerStats.1436939.stats[1].stats.Shots on target.stat.type,str(1),1,1,0,0.0%,No,,['fractionWithPercentage']
data.content.playerStats.1436939.stats[1].stats.Shots on target.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1436939.stats[1].stats.Touches,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[1].stats.Touches in opposition box,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[1].stats.Touches in opposition box.key,str(1),1,1,0,0.0%,No,,['touches_opp_box']
data.content.playerStats.1436939.stats[1].stats.Touches in opposition box.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[1].stats.Touches in opposition box.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1436939.stats[1].stats.Touches in opposition box.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1436939.stats[1].stats.Touches.key,str(1),1,1,0,0.0%,No,,['touches']
data.content.playerStats.1436939.stats[1].stats.Touches.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[1].stats.Touches.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1436939.stats[1].stats.Touches.stat.value,int(1),1,1,0,0.0%,No,,[23]
data.content.playerStats.1436939.stats[1].stats.xG Non-penalty,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[1].stats.xG Non-penalty.key,str(1),1,1,0,0.0%,No,,['expected_goals_non_penalty']
data.content.playerStats.1436939.stats[1].stats.xG Non-penalty.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[1].stats.xG Non-penalty.stat.type,str(1),1,1,0,0.0%,No,,['double']
data.content.playerStats.1436939.stats[1].stats.xG Non-penalty.stat.value,float(1),1,1,0,0.0%,No,,[0.02]
data.content.playerStats.1436939.stats[1].title,str(1),1,1,0,0.0%,No,,['Attack']
data.content.playerStats.1436939.stats[2],dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[2].key,str(1),1,1,0,0.0%,No,,['defense']
data.content.playerStats.1436939.stats[2].stats,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1436939.stats[2].stats.Blocks,dict(1),1,1,0,0.0%,No,,N/A
